unique_number,rev_bis,name_en,date_inscribed,danger_list,Latitude,Longitude,area_hectares,C1,C2,C3,C4,C5,C6,N7,N8,N9,N10,criteria_txt,category,category_short,states_name_en
527,,Meteora,1988,,39.71667,21.63333,271.87,1,1,0,1,1,0,1,0,0,0,(i)(ii)(iv)(v)(vii),Mixed,C/N,Greece
528,,Paleochristian and Byzantine Monuments of Thessalonika,1988,,40.63833,22.965,5.327,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Greece
571,,Sanctuary of Asklepios at Epidaurus,1988,,37.66666667,23.11666667,1393.8,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,Greece
574,,Medieval City of Rhodes,1988,,36.44722,28.22778,65.85,0,1,0,1,1,0,0,0,0,0,(ii)(iv)(v),Cultural,C,Greece
595,,Archaeological Site of Mystras,1989,,37.08056,22.36667,54.43,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Greece
603,,Archaeological Site of Olympia,1989,,37.65,21.66666667,105.6,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,Greece
620,,Delos,1990,,37.4,25.26667,350.64,0,1,1,1,0,1,0,0,0,0,(ii)(iii)(iv)(vi),Cultural,C,Greece
632,,"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",1990,,38.4,22.75,3.7,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Greece
703,,Pythagoreion and Heraion of Samos,1992,,37.69083,26.94333,668.35,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Greece
923,,Archaeological Site of Aigai (modern name Vergina),1996,,40.47139,22.31833,1420.81,1,0,1,0,0,0,0,0,0,0,(i)(iii),Cultural,C,Greece
1097,,Archaeological Sites of Mycenae and Tiryns,1999,,37.73333333,22.75,0,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,Greece
1098,,The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,1999,,37.3,26.55,0,0,0,1,1,0,1,0,0,0,0,(iii)(iv)(vi),Cultural,C,Greece
1477,,Old Town of Corfu,2007,,39.6239413889,19.9275,70,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Greece
2109,,Archaeological Site of Philippi,2016,,41.0147222222,24.2852777778,87.545,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Greece
68,,Tikal National Park,1979,,17.21666667,-89.61666667,57600,1,0,1,1,0,0,0,0,1,1,(i)(iii)(iv)(ix)(x),Mixed,C/N,Guatemala
69,,Antigua Guatemala,1979,,14.56666667,-90.66666667,0,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Guatemala
167,,Archaeological Park and Ruins of Quirigua,1981,,15.27059,-89.04025,0,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Guatemala
199,,"National History Park – Citadel, Sans Souci, Ramiers",1982,,19.57361,-72.24417,0,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Haiti
320,,Vatican City,1984,,41.90216,12.45736,0,1,1,0,1,0,1,0,0,0,0,(i)(ii)(iv)(vi),Cultural,C,Holy See
141,,Maya Site of Copan,1980,,14.85,-89.13333,0,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Honduras
217,,Río Plátano Biosphere Reserve,1982,Y 2011 P 1996-2007,15.74444444,-84.675,350000,0,0,0,0,0,0,1,1,1,1,(vii)(viii)(ix)(x),Natural,N,Honduras
462,Bis,"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",1987,,47.48242,19.07067,473.3,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Hungary
464,rev,Old Village of Hollókő and its Surroundings,1987,,47.99444,19.52917,144.5,0,0,0,0,1,0,0,0,0,0,(v),Cultural,C,Hungary
552,Rev,Hortobágy National Park - the <i>Puszta</i>,1999,,47.59458,21.15678,74820,0,0,0,1,1,0,0,0,0,0,(iv)(v),Cultural,C,Hungary
893,,Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,1996,,47.55889,17.78444,47.4,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Hungary
1004,Rev,Early Christian Necropolis of Pécs (Sopianae),2000,,46.07444,18.22778,3.76,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Hungary
1240,,Tokaj Wine Region Historic Cultural Landscape,2002,,48.15,21.35,13255,0,0,1,0,1,0,0,0,0,0,(iii)(v),Cultural,C,Hungary
1333,,Þingvellir National Park,2004,,64.25380556,-21.03725,9270,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,Iceland
1532,,Surtsey,2008,,63.3030555556,-20.6022222222,3370,0,0,0,0,0,0,0,0,1,0,(ix),Natural,N,Iceland
1460,rev,Red Fort Complex,2007,,28.6555555556,77.2408333333,49.1815,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,India
2182,,"Humayun's Tomb, Delhi",1993,,28.59333,77.25056,27.04,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,India
259,,"Qutb Minar and its Monuments, Delhi",1993,,28.52583,77.18528,0,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,India
260,,Churches and Convents of Goa,1986,,15.50222,73.91167,0,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,India
266,rev,Group of Monuments at Pattadakal,1987,,15.94833,75.81667,5.56,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,India
267,,Khajuraho Group of Monuments,1986,,24.85222,79.92222,0,1,0,1,0,0,0,0,0,0,0,(i)(iii),Cultural,C,India
1932,Bis,Group of Monuments at Hampi,1986,P 1999-2006,15.31444,76.47167,4187.24,1,0,1,1,0,0,0,0,0,0,(i)(iii)(iv),Cultural,C,India
269,,Ajanta Caves,1983,,20.55333,75.7,8242,1,1,1,0,0,1,0,0,0,0,(i)(ii)(iii)(vi),Cultural,C,India
270,,Ellora Caves,1983,,20.02639,75.17917,0,1,0,1,0,0,1,0,0,0,0,(i)(iii)(vi),Cultural,C,India
272,rev,Elephanta Caves,1987,,18.96667,72.93583,0,1,0,1,0,0,0,0,0,0,0,(i)(iii),Cultural,C,India
274,,"Sun Temple, Konârak",1984,,19.8875,86.09472,10.62,1,0,1,0,0,1,0,0,0,0,(i)(iii)(vi),Cultural,C,India
1947,Rev,Hill Forts of Rajasthan,2013,,24.8833333333,74.6461111111,,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,India
277,,Group of Monuments at Mahabalipuram,1984,,12.61667,80.19167,0,1,1,1,0,0,1,0,0,0,0,(i)(ii)(iii)(vi),Cultural,C,India
280,Bis,Great Living Chola Temples,1987,,10.78305556,79.1325,21.88,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,India
281,,Agra Fort,1983,,27.18333333,78.03333333,0,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,India
282,,Taj Mahal,1983,,27.17417,78.04222,0,1,0,0,0,0,0,0,0,0,0,(i),Cultural,C,India
285,,Fatehpur Sikri,1986,,27.09444,77.66417,0,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,India
382,Bis,Nanda Devi and Valley of Flowers National Parks  ,1988,,30.71667,79.66667,71783,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,India
384,,Kaziranga National Park,1985,,26.66666667,93.41666667,42996,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,India
385,,Manas Wildlife Sanctuary,1985,Y 1992-2011,26.725,91.03055556,39100,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,India
387,,Keoladeo National Park,1985,,27.15888889,77.50861111,2873,0,0,0,0,0,0,0,0,0,1,(x),Natural,N,India
524,,Sundarbans National Park,1987,,21.945,88.89583333,133010,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,India
613,,Buddhist Monuments at Sanchi,1989,,23.47944,77.73972,0,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,India
2008,,"Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat",2014,,23.8588888889,72.1016666667,4.68,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,India
1079,,Rock Shelters of Bhimbetka,2003,,22.92777778,77.58333333,1893,0,0,1,0,1,0,0,0,0,0,(iii)(v),Cultural,C,India
1540,Ter,Mountain Railways of India,1999,,11.51028,76.93583,88.99,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,India
1105,Rev,Chhatrapati Shivaji Terminus (formerly Victoria Terminus),2004,,18.9401222222,72.8362027777,2.85,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,India
1231,Rev,Mahabodhi Temple Complex at Bodh Gaya,2002,,24.69528,84.99389,4.86,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,India
1279,,Champaner-Pavagadh Archaeological Park,2004,,22.48333333,73.53333333,1328.89,0,0,1,1,1,1,0,0,0,0,(iii)(iv)(v)(vi),Cultural,C,India
1677,,"The Jantar Mantar, Jaipur",2010,,26.9247222222,75.825,1.8652,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,India
1921,Rev,Western Ghats,2012,,8.5297222222,77.2497222222,795315,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,India
2011,Rev,Great Himalayan National Park Conservation Area,2014,,31.8333333333,77.5833333333,90540,0,0,0,0,0,0,0,0,0,1,(x),Natural,N,India
2089,,"Archaeological Site of Nalanda <i>Mahavihara</i> (Nalanda University) at Nalanda, Bihar",2016,,25.1366666667,85.4438888889,23,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,India
2105,,Khangchendzonga National Park,2016,,27.7647222222,88.3772222222,178400,0,0,1,0,0,1,1,0,0,1,(iii)(vi)(vii)(x),Mixed,C/N,India
2144,,Historic City of Ahmadabad,2017,,23.0263888889,72.5880555556,535.7,0,1,0,0,1,0,0,0,0,0,(ii)(v),Cultural,C,India
700,,Borobudur Temple Compounds,1991,,-7.60778,110.20361,25.51,1,1,0,0,0,1,0,0,0,0,(i)(ii)(vi),Cultural,C,Indonesia
701,,Sangiran Early Man Site,1996,,-7.4,110.8166667,5600,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,Indonesia
722,,Ujung Kulon National Park,1991,,-6.75,105.3333333,78525,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,Indonesia
723,,Komodo National Park,1991,,-8.54333,119.48944,219322,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,Indonesia
762,,Prambanan Temple Compounds,1991,,-7.75222,110.49167,0,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Indonesia
1118,,Lorentz National Park,1999,,-4.75,137.83333,2350000,0,0,0,0,0,0,0,1,1,1,(viii)(ix)(x),Natural,N,Indonesia
1344,,Tropical Rainforest Heritage of Sumatra,2004,,-2.5,101.5,2595124,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Indonesia
1836,Rev,Cultural Landscape of Bali Province: the <em>Subak</em> System as a Manifestation of the <em>Tri Hita Karana</em> Philosophy,2012,,-8.2591666667,115.4027777778,19519.9,0,1,1,0,1,1,0,0,0,0,(ii)(iii)(v)(vi),Cultural,C,Indonesia
122,,Tchogha Zanbil,1979,,32.0833,48.53333333,0,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Iran (Islamic Republic of)
123,,Persepolis,1979,,29.93444,52.89028,12.5,1,0,1,0,0,1,0,0,0,0,(i)(iii)(vi),Cultural,C,Iran (Islamic Republic of)
125,,"Meidan Emam, Esfahan",1979,,32.65745,51.6777777777,0,1,0,0,0,1,1,0,0,0,0,(i)(v)(vi),Cultural,C,Iran (Islamic Republic of)
1254,,Takht-e Soleyman,2003,,36.60388889,47.235,10,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,Iran (Islamic Republic of)
1284,,Pasargadae,2004,,30.19383,53.16729,159.65,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of)
1365,,Soltaniyeh,2005,,36.43528,48.79667,790.14,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of)
1564,bis,Bam and its Cultural Landscape,2004,,29.11683,58.3666666667,0,0,1,1,1,1,0,0,0,0,0,(ii)(iii)(iv)(v),Cultural,C,Iran (Islamic Republic of)
1399,,Bisotun,2006,0,34.3883333333,47.4366666666,187,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Iran (Islamic Republic of)
1542,,Armenian Monastic Ensembles of Iran,2008,,38.9788888889,45.4733333333,129.2819,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,Iran (Islamic Republic of)
1599,,Shushtar Historical Hydraulic System,2009,,32.0186111111,48.8358333333,240.4152,1,1,0,0,1,0,0,0,0,0,(i)(ii)(v),Cultural,C,Iran (Islamic Republic of)
1680,,Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,2010,,38.2486111111,48.2913888889,2.1353,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Iran (Islamic Republic of)
1681,,Tabriz Historic Bazaar Complex,2010,,38.0813888889,46.2930555556,28.9733,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of)
1768,,The Persian Garden,2011,,30.1666666667,53.1666666667,716.35,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,Iran (Islamic Republic of)
1821,,Masjed-e Jāmé of Isfahan  ,2012,,32.6697222222,51.6852777778,2.0756,0,1,0,0,0,0,0,0,0,0,(ii),Cultural,C,Iran (Islamic Republic of)
1822,,Gonbad-e Qābus,2012,,37.2580277778,55.169,1.4754,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of)
1888,,Golestan Palace,2013,,35.6803666667,51.4205111111,5.3,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of)
2073,Rev,Cultural Landscape of Maymand,2015,,30.1680555556,55.3755555556,4953.85,0,0,0,0,1,0,0,0,0,0,(v),Cultural,C,Iran (Islamic Republic of)
1999,,Susa,2015,,32.1894444444,48.2561111111,350,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of)
2000,,Shahr-i Sokhta,2014,,30.5938888889,61.3277777778,275,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Iran (Islamic Republic of)
2095,,Lut Desert,2016,,30.2161111111,58.8388888889,2278015,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Iran (Islamic Republic of)
2096,,The Persian Qanat,2016,,34.29,58.6544444444,,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Iran (Islamic Republic of)
2148,,Historic City of Yazd,2017,,31.9013888889,54.3691666667,195.67,0,0,1,0,1,0,0,0,0,0,(iii)(v),Cultural,C,Iran (Islamic Republic of)
1456,rev,Samarra Archaeological City,2007,Y 2007,34.3409894444,43.8235430555,15058,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Iraq
309,rev,Hatra,1985,,35.58806,42.71833,323.75,0,1,1,1,0,1,0,0,0,0,(ii)(iii)(iv)(vi),Cultural,C,Iraq
1310,,Ashur (Qal'at Sherqat),2003,Y 2003,35.45889,43.25972,70,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Iraq
1980,,Erbil Citadel,2014,,36.1911111111,44.0091666667,15.6,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Iraq
2042,,The Ahwar of Southern Iraq: Refuge of Biodiversity and the Relict Landscape of the Mesopotamian Cities,2016,,31.5622222222,47.6577777778,211544,0,0,1,0,1,0,0,0,1,1,(iii)(v)(ix)(x),Mixed,C/N,Iraq
780,,Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,1993,,53.69167,-6.45,770,1,0,1,1,0,0,0,0,0,0,(i)(iii)(iv),Cultural,C,Ireland
892,,Sceilg Mhichíl,1996,,51.77194,-10.53861,21.9,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Ireland
1214,,Masada,2001,,31.3135,35.35275,276,0,0,1,1,0,1,0,0,0,0,(iii)(iv)(vi),Cultural,C,Israel
1217,,Old City of Acre,2001,,32.92833333,35.08388889,63.3,0,1,1,0,1,0,0,0,0,0,(ii)(iii)(v),Cultural,C,Israel
1274,,White City of Tel-Aviv -- the Modern Movement,2003,,32.06666667,34.78333333,140.4,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Israel
1286,Rev,Incense Route - Desert Cities in the Negev,2005,,30.54111,35.16083,6655,0,0,1,0,1,0,0,0,0,0,(iii)(v),Cultural,C,Israel
1287,,"Biblical Tels - Megiddo, Hazor, Beer Sheba",2005,,32.59722,35.18222,96.04,0,1,1,1,0,1,0,0,0,0,(ii)(iii)(iv)(vi),Cultural,C,Israel
1581,Rev,Bahá’i Holy Places in Haifa and the Western Galilee,2008,,32.8293966667,34.9716488888,62.58,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,Israel
1969,,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,2014,,31.6,34.8955555556,259,0,0,0,0,1,0,0,0,0,0,(v),Cultural,C,Israel
1818,,Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,2012,,32.67,34.9652777778,54,0,0,1,0,1,0,0,0,0,0,(iii)(v),Cultural,C,Israel
2032,,Necropolis of Bet She’arim: A Landmark of Jewish Renewal,2015,,32.7022222222,35.1269444444,12.2,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Israel
100,,Church and Dominican Convent of Santa Maria delle Grazie with “The Last Supper” by Leonardo da Vinci,1980,,45.46588889,9.1705,1.5,1,1,0,0,0,0,0,0,0,0,(i)(ii),Cultural,C,Italy
101,,Rock Drawings in Valcamonica,1979,,45.95705556,10.29733333,432.3,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,Italy
2127,,Historic Centre of Florence,1982,,43.77306,11.25611,505,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,Italy
1891,,Medici Villas and Gardens in Tuscany,2013,,43.8577777778,11.3041666667,125.4,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,Italy
454,,Venice and its Lagoon,1987,,45.43430556,12.33894444,0,1,1,1,1,1,1,0,0,0,0,(i)(ii)(iii)(iv)(v)(vi),Cultural,C,Italy
1558,Bis,"Piazza del Duomo, Pisa",1987,,43.72305556,10.39638889,8.87,1,1,0,1,0,1,0,0,0,0,(i)(ii)(iv)(vi),Cultural,C,Italy
459,rev,Castel del Monte,1996,,41.08480556,16.27094444,3.1,1,1,1,0,0,0,0,0,0,0,(i)(ii)(iii),Cultural,C,Italy
646,rev,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex",1997,,41.07333,14.32639,87.37,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy
647,,Historic Centre of San Gimignano,1990,,43.46806,11.04167,13.88,1,0,1,1,0,0,0,0,0,0,(i)(iii)(iv),Cultural,C,Italy
793,,The Sassi and the Park of the Rupestrian Churches of Matera,1993,,40.66638889,16.61027778,1016,0,0,1,1,1,0,0,0,0,0,(iii)(iv)(v),Cultural,C,Italy
843,bis,City of Vicenza and the Palladian Villas of the Veneto,1994,,45.54916667,11.54944444,333.87,1,1,0,0,0,0,0,0,0,0,(i)(ii),Cultural,C,Italy
848,,Historic Centre of Siena,1995,,43.31861111,11.33166667,170,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Italy
1867,Bis,Historic Centre of Naples,1995,,40.85138889,14.26277778,1021,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Italy
862,,Crespi d'Adda,1995,,45.59333,9.53833,0,0,0,0,1,1,0,0,0,0,0,(iv)(v),Cultural,C,Italy
867,Bis,"Ferrara, City of the Renaissance, and its Po Delta",1995,,44.83777778,11.61944444,46712,0,1,1,1,1,1,0,0,0,0,(ii)(iii)(iv)(v)(vi),Cultural,C,Italy
930,,The <I>Trulli</I> of Alberobello,1996,,40.7825,17.23694,10.52,0,0,1,1,1,0,0,0,0,0,(iii)(iv)(v),Cultural,C,Italy
931,,Early Christian Monuments of Ravenna,1996,,44.42041667,12.19625,1.32,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy
932,,Historic Centre of the City of Pienza,1996,,43.07694444,11.67861111,4.41,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Italy
942,Rev,City of Verona,2000,,45.43861111,10.99388889,452.9,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Italy
1736,bis,Residences of the Royal House of Savoy,1997,,45.07253,7.68572,370.82,1,1,0,1,1,0,0,0,0,0,(i)(ii)(iv)(v),Cultural,C,Italy
973,,"Botanical Garden (Orto Botanico), Padua",1997,,45.39911111,11.88066667,2.2,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Italy
2252,,Archaeological Area and the Patriarchal Basilica of Aquileia,1998,,45.76833333,13.3675,155.41,0,0,1,1,0,1,0,0,0,0,(iii)(iv)(vi),Cultural,C,Italy
975,,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",1997,,44.10694,9.72917,4689.25,0,1,0,1,1,0,0,0,0,0,(ii)(iv)(v),Cultural,C,Italy
976,,"Cathedral, Torre Civica and Piazza Grande, Modena",1997,,44.64624,10.92568,1.2,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy
977,,Historic Centre of Urbino,1998,,43.725,12.63333,29.23,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Italy
978,,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",1997,,40.75,14.48333333,98.05,0,0,1,1,1,0,0,0,0,0,(iii)(iv)(v),Cultural,C,Italy
979,,Costiera Amalfitana,1997,,40.65,14.6,11231,0,1,0,1,1,0,0,0,0,0,(ii)(iv)(v),Cultural,C,Italy
980,,Archaeological Area of Agrigento,1997,,37.28972222,13.59333333,934,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Italy
981,,Villa Romana del Casale,1997,,37.36611,14.33417,8.92,1,1,1,0,0,0,0,0,0,0,(i)(ii)(iii),Cultural,C,Italy
982,,Su Nuraxi di Barumini,1997,,39.70583333,8.991388889,2.3254,1,0,1,1,0,0,0,0,0,0,(i)(iii)(iv),Cultural,C,Italy
993,,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula",1998,,40.28333333,15.26666667,159109.73,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Italy
1060,,Villa Adriana (Tivoli),1999,,41.94416667,12.77197222,80,1,1,1,0,0,0,0,0,0,0,(i)(ii)(iii),Cultural,C,Italy
1061,,Isole Eolie (Aeolian Islands),2000,,38.48786111,14.94558333,1216,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,Italy
1154,,"Assisi, the Basilica of San Francesco and Other Franciscan Sites",2000,,43.06616667,12.62244444,14563.25,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,Italy
1196,Rev,Late Baroque Towns of the Val di Noto (South-Eastern Sicily),2002,,36.89319444,15.06891667,112.79,1,1,0,1,1,0,0,0,0,0,(i)(ii)(iv)(v),Cultural,C,Italy
1197,,"Villa d'Este, Tivoli",2001,,41.96391667,12.79625,4.5,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,Italy
1199,Rev,Val d'Orcia,2004,,43.06666667,11.55,61187.9609,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Italy
1245,Rev,<I>Sacri Monti</I> of Piedmont and Lombardy,2003,,45.97455556,9.169555556,90.5,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Italy
1338,,Etruscan Necropolises of Cerveteri and Tarquinia,2004,,42.00683333,12.10188889,326.93,1,0,1,1,0,0,0,0,0,0,(i)(iii)(iv),Cultural,C,Italy
1377,,Syracuse and the Rocky Necropolis of Pantalica,2005,,37.05944,15.29306,898.46,0,1,1,1,0,1,0,0,0,0,(ii)(iii)(iv)(vi),Cultural,C,Italy
1388,,Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>,2006,0,44.4122222222,8.9311111111,15.777,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Italy
1609,Rev,The Dolomites,2009,,46.6130555556,12.1630555556,141902.8,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Italy
1518,,Mantua and Sabbioneta,2008,,45.1594444444,10.7944444444,235,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Italy
1780,,Longobards in Italy. Places of the Power (568-774 A.D.),2011,,46.0941666667,13.4330555556,14.08,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,Italy
1971,Rev,Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,2014,,44.6086111111,7.9636111111,10789,0,0,1,0,1,0,0,0,0,0,(iii)(v),Cultural,C,Italy
1910,,Mount Etna,2013,,37.7561111111,14.9966666667,19237,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,Italy
2048,,Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale,2015,,38.1108333333,13.3530555556,6.235,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Italy
2015,,Blue and John Crow Mountains ,2015,,18.0775,-76.5711111111,26251.6,0,0,1,0,0,1,0,0,0,1,(iii)(vi)(x),Mixed,C/N,Jamaica
781,,Buddhist Monuments in the Horyu-ji Area,1993,,34.61666667,135.7333333,15.03,1,1,0,1,0,1,0,0,0,0,(i)(ii)(iv)(vi),Cultural,C,Japan
782,,Himeji-jo,1993,,34.83333333,134.7,107,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Japan
783,,Yakushima,1993,,30.33333333,130.5333333,10747,0,0,0,0,0,0,1,0,1,0,(vii)(ix),Natural,N,Japan
784,,Shirakami-Sanchi,1993,,40.47,140.13,16971,0,0,0,0,0,0,0,0,1,0,(ix),Natural,N,Japan
814,,"Historic Monuments of Ancient Kyoto (Kyoto, Uji and Otsu Cities)",1994,,34.98055556,135.7694444,1056,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Japan
868,,Historic Villages of Shirakawa-go and Gokayama,1995,,36.4,136.8833333,68,0,0,0,1,1,0,0,0,0,0,(iv)(v),Cultural,C,Japan
917,,Hiroshima Peace Memorial (Genbaku Dome),1996,,34.38333333,132.45,0.4,0,0,0,0,0,1,0,0,0,0,(vi),Cultural,C,Japan
918,,Itsukushima Shinto Shrine,1996,,34.29441667,132.3246389,431.2,1,1,0,1,0,1,0,0,0,0,(i)(ii)(iv)(vi),Cultural,C,Japan
